"Chromosome","Start","End","Gene"
"11",16511418,105514297,"Gene_57675"
"5",219496550,219496550,"Gene_57676"
"14",81206345,246206030,"Gene_57677"
"6",113110027,113110027,"Gene_57678"
"X",136684264,140073343,"Gene_57679"
"16",256423151,256423151,"Gene_57680"
"15",239489288,265023107,"Gene_57681"
"16",199939170,199939170,"Gene_57682"
"X",3499171,285468272,"Gene_57683"
"15",234619588,234619588,"Gene_57684"
"16",233721771,254652749,"Gene_57685"
"13",229019609,250865865,"Gene_57686"
"8",163828948,163828948,"Gene_57687"
"5",241395522,281107336,"Gene_57688"
"6",217257707,219984584,"Gene_57689"
"7",188082761,196160803,"Gene_57690"
"2",57768640,233790786,"Gene_57691"
"8",21614571,69887219,"Gene_57692"
"3",241995866,243768319,"Gene_57693"
"15",155855002,232387931,"Gene_57694"
"14",17764163,167256146,"Gene_57695"
"8",143053864,190648081,"Gene_57696"
"7",285898289,285898289,"Gene_57697"
"Y",103930053,203722717,"Gene_57698"
"6",132700554,247824447,"Gene_57699"
"6",220654157,220654157,"Gene_57700"
"15",223601881,223601881,"Gene_57701"
"13",215351932,215351932,"Gene_57702"
"11",284727760,284727760,"Gene_57703"
"8",270196954,270196954,"Gene_57704"
"11",10281008,113295248,"Gene_57705"
"13",237427397,237427397,"Gene_57706"
"8",263893517,263893517,"Gene_57707"
"9",120004914,278048746,"Gene_57708"
"1",61088218,98053168,"Gene_57709"
"10",61362726,222099970,"Gene_57710"
"13",112201611,184090126,"Gene_57711"
"18",158006886,158006886,"Gene_57712"
"8",135183389,135183389,"Gene_57713"
"Y",203998176,216365019,"Gene_57714"
"8",171926542,171926542,"Gene_57715"
"8",295128666,295128666,"Gene_57716"
"15",68030862,137894069,"Gene_57717"
"2",168668506,168668506,"Gene_57718"
"X",65388043,155524664,"Gene_57719"
"12",213805173,258304328,"Gene_57720"
"10",100274679,100274679,"Gene_57721"
"10",121788551,256721739,"Gene_57722"
"16",34270352,34270352,"Gene_57723"
"11",234708552,234708552,"Gene_57724"
"3",260291912,260291912,"Gene_57725"
"11",228871352,228871352,"Gene_57726"
"6",8030470,88399374,"Gene_57727"
"18",170999829,170999829,"Gene_57728"
"2",242553030,242553030,"Gene_57729"
"12",42814179,59063342,"Gene_57730"
"3",245396930,273733321,"Gene_57731"
"10",57393637,57393637,"Gene_57732"
"X",217686285,257747705,"Gene_57733"
"17",170828173,213844440,"Gene_57734"
"17",12124712,148860093,"Gene_57735"
"4",85388952,85388952,"Gene_57736"
"5",179610974,179610974,"Gene_57737"
"12",110210884,265785383,"Gene_57738"
"6",216252763,216252763,"Gene_57739"
"1",182208166,182208166,"Gene_57740"
"15",268728601,268728601,"Gene_57741"
"Y",152634694,261415521,"Gene_57742"
"12",245366029,245366029,"Gene_57743"
"12",117416371,141737972,"Gene_57744"
"6",182847902,182847902,"Gene_57745"
"17",251287736,251287736,"Gene_57746"
"7",283771656,283771656,"Gene_57747"
"3",200927583,200927583,"Gene_57748"
"3",154642928,249628962,"Gene_57749"
"10",79094243,79094243,"Gene_57750"
"1",71850422,81899581,"Gene_57751"
"4",208592434,208592434,"Gene_57752"
"6",62090772,62090772,"Gene_57753"
"Y",61903067,209351533,"Gene_57754"
"13",3004484,43047961,"Gene_57755"
"11",237263623,237263623,"Gene_57756"
"16",237255574,237255574,"Gene_57757"
"10",76319163,76319163,"Gene_57758"
"1",237576655,237576655,"Gene_57759"
"10",203886208,203886208,"Gene_57760"
"9",114064903,256985531,"Gene_57761"
"9",165663931,288749452,"Gene_57762"
"5",68629111,262252187,"Gene_57763"
"4",292116351,292116351,"Gene_57764"
"4",145581639,171804026,"Gene_57765"
"14",2424576,253403170,"Gene_57766"
"12",107882247,109236884,"Gene_57767"
"9",138362002,155813651,"Gene_57768"
"15",155028178,155028178,"Gene_57769"
"9",208113137,241119656,"Gene_57770"
"9",153364075,222540906,"Gene_57771"
"8",52229960,99043155,"Gene_57772"
"9",80891799,242813695,"Gene_57773"
"13",89187830,89187830,"Gene_57774"
"11",127308332,127308332,"Gene_57775"
"14",82624391,97906997,"Gene_57776"
"8",20940073,166732682,"Gene_57777"
"5",144959515,234990893,"Gene_57778"
"Y",113719839,289872410,"Gene_57779"
"10",193155894,193155894,"Gene_57780"
"13",152363720,278367615,"Gene_57781"
"10",35249629,50160319,"Gene_57782"
"X",251666187,260276477,"Gene_57783"
"2",270725297,293067284,"Gene_57784"
"5",27827780,235427793,"Gene_57785"
"12",49865379,49865379,"Gene_57786"
"14",71707460,263769575,"Gene_57787"
"17",21286897,65733845,"Gene_57788"
"8",223760014,223760014,"Gene_57789"
"5",236519538,236519538,"Gene_57790"
"9",189346315,189346315,"Gene_57791"
"2",176656649,176656649,"Gene_57792"
"X",61500029,269047810,"Gene_57793"
"8",293761195,293761195,"Gene_57794"
"X",143473654,170747314,"Gene_57795"
"17",263472692,263472692,"Gene_57796"
"9",285185544,285185544,"Gene_57797"
"4",219852399,219852399,"Gene_57798"
"5",285274468,285274468,"Gene_57799"
"18",120285950,120285950,"Gene_57800"
"11",259504048,259504048,"Gene_57801"
"3",246572527,246572527,"Gene_57802"
"7",19719744,116299094,"Gene_57803"
"17",38912149,51040439,"Gene_57804"
"13",137512162,209750837,"Gene_57805"
"16",251273484,251273484,"Gene_57806"
"10",75003627,75003627,"Gene_57807"
"2",210166375,210166375,"Gene_57808"
"Y",266702804,266702804,"Gene_57809"
"10",88478536,126424043,"Gene_57810"
"6",247361344,247361344,"Gene_57811"
"X",126286341,168802942,"Gene_57812"
"4",150401941,150401941,"Gene_57813"
"18",52808163,241164948,"Gene_57814"
"2",274334938,276090245,"Gene_57815"
"14",202431147,202431147,"Gene_57816"
"5",155547093,203636716,"Gene_57817"
"6",261180034,261180034,"Gene_57818"
"X",178858193,178858193,"Gene_57819"
"12",83617363,83617363,"Gene_57820"
"11",2210592,228705641,"Gene_57821"
"1",66928747,66928747,"Gene_57822"
"Y",106813436,260477797,"Gene_57823"
"17",221655194,221655194,"Gene_57824"
"10",238757214,238757214,"Gene_57825"
"2",48383538,198751356,"Gene_57826"
"5",31995359,239514167,"Gene_57827"
"16",262283426,262283426,"Gene_57828"
"Y",26987404,282104050,"Gene_57829"
"1",202393248,202393248,"Gene_57830"
"10",227431109,227431109,"Gene_57831"
"5",12161665,12161665,"Gene_57832"
"10",187975570,187975570,"Gene_57833"
"4",6648487,180203131,"Gene_57834"
"Y",80849999,95180677,"Gene_57835"
"4",68771542,68771542,"Gene_57836"
"5",154950365,154950365,"Gene_57837"
"9",48378516,220561411,"Gene_57838"
"3",12018453,46457005,"Gene_57839"
"9",208015153,257797152,"Gene_57840"
"11",239012667,239012667,"Gene_57841"
"Y",201581538,248687522,"Gene_57842"
"16",162657872,223151503,"Gene_57843"
"3",126224421,126224421,"Gene_57844"
"13",89203680,89203680,"Gene_57845"
"16",147067770,147067770,"Gene_57846"
"17",111131479,111131479,"Gene_57847"
"14",26160171,234843283,"Gene_57848"
"1",156724130,218090584,"Gene_57849"
"9",219583349,256795239,"Gene_57850"
"Y",194108127,194108127,"Gene_57851"
"5",70989097,294005865,"Gene_57852"
"9",106969039,268257702,"Gene_57853"
"3",188793544,188793544,"Gene_57854"
"15",36739657,255998309,"Gene_57855"
"11",145998796,145998796,"Gene_57856"
"8",243346808,243346808,"Gene_57857"
"10",227880333,227880333,"Gene_57858"
"18",25306148,268373691,"Gene_57859"
"10",23265680,93959712,"Gene_57860"
"8",136567471,152685028,"Gene_57861"
"9",231579587,231579587,"Gene_57862"
"15",265320626,265320626,"Gene_57863"
"17",13996123,269379828,"Gene_57864"
"11",130413462,138764985,"Gene_57865"
"7",147104476,222064252,"Gene_57866"
"8",173360949,279563144,"Gene_57867"
"9",179612064,179612064,"Gene_57868"
"12",73296870,133713370,"Gene_57869"
"17",195937576,195937576,"Gene_57870"
"5",285877622,285877622,"Gene_57871"
"3",148154151,148154151,"Gene_57872"
"16",144477624,257008317,"Gene_57873"
"3",116279436,245696185,"Gene_57874"
"2",4833956,99306345,"Gene_57875"
"6",268561388,268561388,"Gene_57876"
"13",275518820,275518820,"Gene_57877"
"12",209186995,209186995,"Gene_57878"
"8",131153099,133405132,"Gene_57879"
"2",24061208,266977144,"Gene_57880"
"12",88066447,88066447,"Gene_57881"
"14",8633458,17124591,"Gene_57882"
"5",168281812,168281812,"Gene_57883"
"8",146457392,146457392,"Gene_57884"
"3",285027018,285027018,"Gene_57885"
"13",101067319,113902476,"Gene_57886"
"15",229270218,268430196,"Gene_57887"
"8",276653902,276653902,"Gene_57888"
"5",163092312,280086247,"Gene_57889"
"1",41050475,130359977,"Gene_57890"
"8",291600136,291600136,"Gene_57891"
"5",182213981,182213981,"Gene_57892"
"9",44789576,260481948,"Gene_57893"
"13",180449243,180449243,"Gene_57894"
"4",168306702,247219657,"Gene_57895"
"X",704832,282507600,"Gene_57896"
"16",28697642,104294582,"Gene_57897"
"11",244625203,244625203,"Gene_57898"
"2",220840794,220840794,"Gene_57899"
"10",175985299,175985299,"Gene_57900"
"X",163427735,163427735,"Gene_57901"
"15",48568162,76770733,"Gene_57902"
"5",215042690,215042690,"Gene_57903"
"3",117360216,290558966,"Gene_57904"
"3",284137063,284137063,"Gene_57905"
"3",11738616,26312802,"Gene_57906"
"16",151282351,159102802,"Gene_57907"
"13",268490701,268490701,"Gene_57908"
"Y",97508898,97508898,"Gene_57909"
"Y",46575915,143818704,"Gene_57910"
"14",293087879,293087879,"Gene_57911"
"14",108450104,198615361,"Gene_57912"
"5",88771259,88771259,"Gene_57913"
"8",150658744,260540991,"Gene_57914"
"7",104908175,104908175,"Gene_57915"
"1",58209421,58209421,"Gene_57916"
"Y",73884235,133294075,"Gene_57917"
"5",265098907,265098907,"Gene_57918"
"Y",257431107,257431107,"Gene_57919"
"X",117995825,117995825,"Gene_57920"
"8",283194693,283194693,"Gene_57921"
"14",175976723,175976723,"Gene_57922"
"16",269526669,269526669,"Gene_57923"
"6",269770100,269770100,"Gene_57924"
"11",167589618,249764582,"Gene_57925"
"14",276086741,276086741,"Gene_57926"
"9",14865489,78996752,"Gene_57927"
"17",110050745,217786693,"Gene_57928"
"9",206899234,206899234,"Gene_57929"
"X",257081288,257081288,"Gene_57930"
"17",248659079,248659079,"Gene_57931"
"2",68864479,68864479,"Gene_57932"
"8",222211782,265107456,"Gene_57933"
"17",213232955,213232955,"Gene_57934"
"11",53701569,188067417,"Gene_57935"
"8",263714456,263714456,"Gene_57936"
"4",52940760,124018666,"Gene_57937"
"3",29210877,141083764,"Gene_57938"
"18",158954599,268681830,"Gene_57939"
"13",3421327,163875775,"Gene_57940"
"16",236174358,236174358,"Gene_57941"
"18",62929238,163691653,"Gene_57942"
"7",62131577,167729354,"Gene_57943"
"11",62972788,188826054,"Gene_57944"
"6",29813794,287351010,"Gene_57945"
"13",255307742,293016122,"Gene_57946"
"6",98522633,151369142,"Gene_57947"
"11",149624030,173507595,"Gene_57948"
"Y",48644803,128000121,"Gene_57949"
"4",42506158,270609079,"Gene_57950"
"7",170269551,170269551,"Gene_57951"
"9",72406982,158314050,"Gene_57952"
"2",33041503,280919947,"Gene_57953"
"11",251141753,251141753,"Gene_57954"
"2",202020332,202020332,"Gene_57955"
"12",88585130,242572507,"Gene_57956"
"1",291561948,291561948,"Gene_57957"
"7",286544311,286544311,"Gene_57958"
"18",33545391,105116060,"Gene_57959"
"6",94429178,94429178,"Gene_57960"
"18",89295993,281360855,"Gene_57961"
"10",75110157,188453306,"Gene_57962"
"7",230825929,230825929,"Gene_57963"
"14",282654709,282654709,"Gene_57964"
"14",156742941,221343035,"Gene_57965"
"9",259421994,259421994,"Gene_57966"
"2",14366724,65751442,"Gene_57967"
"9",232768789,232768789,"Gene_57968"
"X",248717347,248717347,"Gene_57969"
"3",291070708,291070708,"Gene_57970"
"8",102810307,199630381,"Gene_57971"
"3",39347791,39347791,"Gene_57972"
"16",77010331,254229787,"Gene_57973"
"5",244415848,244415848,"Gene_57974"
"9",59813139,59813139,"Gene_57975"
"6",193840722,193840722,"Gene_57976"
"14",132514515,132514515,"Gene_57977"
"8",269281702,269281702,"Gene_57978"
"16",249151671,249151671,"Gene_57979"
"6",117184082,117184082,"Gene_57980"
"17",256742297,256742297,"Gene_57981"
"6",132341316,132341316,"Gene_57982"
"17",103569418,181677323,"Gene_57983"
"4",138149772,138149772,"Gene_57984"
"12",133833004,133833004,"Gene_57985"
"1",30191972,73999345,"Gene_57986"
"13",141690419,210572569,"Gene_57987"
"12",141708912,141708912,"Gene_57988"
"4",32336140,190117522,"Gene_57989"
"4",84416908,160719073,"Gene_57990"
"6",9979124,172904916,"Gene_57991"
"Y",165135715,237003717,"Gene_57992"
"14",140548558,285388761,"Gene_57993"
"3",214331096,214331096,"Gene_57994"
"6",266679810,266679810,"Gene_57995"
"14",93373146,93373146,"Gene_57996"
"17",25884301,25884301,"Gene_57997"
"3",290346633,290346633,"Gene_57998"
"7",259934198,259934198,"Gene_57999"
"15",255675278,255675278,"Gene_58000"
"5",203732236,267512639,"Gene_58001"
"15",71088368,202561215,"Gene_58002"
"18",227185554,227185554,"Gene_58003"
"16",163780728,163780728,"Gene_58004"
"X",14947965,283333286,"Gene_58005"
"X",181188779,181188779,"Gene_58006"
"14",127866621,264411177,"Gene_58007"
"10",236653214,250117805,"Gene_58008"
"3",257207769,257207769,"Gene_58009"
"17",42199790,122720503,"Gene_58010"
"3",106062889,106062889,"Gene_58011"
"5",56880969,93674262,"Gene_58012"
"7",260277447,281074403,"Gene_58013"
"12",48231491,202860269,"Gene_58014"
"9",120289042,197678617,"Gene_58015"
"13",124702680,180063678,"Gene_58016"
"1",99438594,151994997,"Gene_58017"
"17",53985914,289821249,"Gene_58018"
"17",271464310,271464310,"Gene_58019"
"16",102198752,192482394,"Gene_58020"
"15",264347266,266112956,"Gene_58021"
"7",114480454,157148466,"Gene_58022"
"17",159056859,159056859,"Gene_58023"
"2",202828653,202828653,"Gene_58024"
"11",280537083,280537083,"Gene_58025"
"4",201073236,201073236,"Gene_58026"
"4",75746156,97016260,"Gene_58027"
"15",185024024,277812747,"Gene_58028"
"Y",53030354,114406483,"Gene_58029"
"6",237305358,237305358,"Gene_58030"
"2",275232891,275232891,"Gene_58031"
"6",218586617,218586617,"Gene_58032"
"15",21368364,273390985,"Gene_58033"
"1",83827959,83827959,"Gene_58034"
"13",19178738,249659729,"Gene_58035"
"18",62403765,91591239,"Gene_58036"
"12",160680971,160680971,"Gene_58037"
"6",275833256,275833256,"Gene_58038"
"3",118144819,118144819,"Gene_58039"
"10",49603577,154306187,"Gene_58040"
"6",80049401,163362414,"Gene_58041"
"8",144684492,285691493,"Gene_58042"
"9",81529687,276411711,"Gene_58043"
"7",163493626,230617175,"Gene_58044"
"14",141399270,257396867,"Gene_58045"
"3",99618110,179494193,"Gene_58046"
"16",181186558,181186558,"Gene_58047"
"1",99826581,99826581,"Gene_58048"
"12",178585329,178585329,"Gene_58049"
"16",135220979,135220979,"Gene_58050"
"10",187572902,187572902,"Gene_58051"
"14",259564051,259564051,"Gene_58052"
"17",135084490,135084490,"Gene_58053"
"4",6171628,139904719,"Gene_58054"
"16",39495279,236494098,"Gene_58055"
"4",79637622,79637622,"Gene_58056"
"13",80578542,80578542,"Gene_58057"
"14",139236424,139236424,"Gene_58058"
"11",64787369,165363150,"Gene_58059"
"11",200580104,200580104,"Gene_58060"
"5",220493249,220493249,"Gene_58061"
"10",276627998,276627998,"Gene_58062"
"17",283859217,283859217,"Gene_58063"
"1",64677062,268095210,"Gene_58064"
"15",23931065,68784716,"Gene_58065"
"4",57461633,260653632,"Gene_58066"
"6",110778007,110778007,"Gene_58067"
"15",16757959,142476599,"Gene_58068"
"2",282021726,282021726,"Gene_58069"
"6",244912913,286726688,"Gene_58070"
"13",270807543,270807543,"Gene_58071"
"2",270955258,290316739,"Gene_58072"
"12",278605943,283696154,"Gene_58073"
"4",245819928,245819928,"Gene_58074"
"5",213352590,213352590,"Gene_58075"
"9",247108492,247108492,"Gene_58076"
"4",191764959,191764959,"Gene_58077"
"6",236469380,236469380,"Gene_58078"
"Y",133415154,158053893,"Gene_58079"
"14",293534013,293534013,"Gene_58080"
"5",71608732,264827402,"Gene_58081"
"2",41394038,197105128,"Gene_58082"
"8",118205670,118205670,"Gene_58083"
"16",251759828,251759828,"Gene_58084"
"10",227223971,227223971,"Gene_58085"
"12",241673817,241673817,"Gene_58086"
"6",85451646,258314354,"Gene_58087"
"4",197950781,197950781,"Gene_58088"
"10",26519001,26519001,"Gene_58089"
"18",185140367,185140367,"Gene_58090"
"5",242103938,242103938,"Gene_58091"
"1",148367744,206613824,"Gene_58092"
"13",223881930,223881930,"Gene_58093"
"5",29949898,150418229,"Gene_58094"
"Y",54551202,264013388,"Gene_58095"
"5",265976215,265976215,"Gene_58096"
"12",148754375,148754375,"Gene_58097"
"13",150970506,150970506,"Gene_58098"
"5",258430907,258430907,"Gene_58099"
"12",49876882,258325342,"Gene_58100"
"Y",118593712,118593712,"Gene_58101"
"11",13800007,13800007,"Gene_58102"
"17",166461799,288412806,"Gene_58103"
"17",255372384,255372384,"Gene_58104"
"Y",16563922,70371873,"Gene_58105"
"6",191011862,191011862,"Gene_58106"
"15",27559965,77538736,"Gene_58107"
"10",264526529,264526529,"Gene_58108"
"12",202934823,284470563,"Gene_58109"
"2",55730592,187337658,"Gene_58110"
"16",196834374,196834374,"Gene_58111"
"13",89366854,150518205,"Gene_58112"
"8",279657138,281022492,"Gene_58113"
"1",259272500,259272500,"Gene_58114"
"2",137608732,283357307,"Gene_58115"
"5",228813225,228813225,"Gene_58116"
"17",287843444,287843444,"Gene_58117"
"17",112713468,112713468,"Gene_58118"
"15",33066664,270305333,"Gene_58119"
"17",61890176,240475595,"Gene_58120"
"10",8397870,194896150,"Gene_58121"
"Y",219931731,236737690,"Gene_58122"
"7",166472701,166472701,"Gene_58123"
"4",80245722,99699875,"Gene_58124"
"12",20476176,130485545,"Gene_58125"
"Y",71308586,255573197,"Gene_58126"
"11",58995124,120722898,"Gene_58127"
"14",169997275,190720637,"Gene_58128"
"2",175900504,175900504,"Gene_58129"
"12",12449332,162992566,"Gene_58130"
"17",130159144,254223218,"Gene_58131"
"16",53744353,260833320,"Gene_58132"
"11",9881729,142741663,"Gene_58133"
"Y",273331051,273331051,"Gene_58134"
"7",243984933,243984933,"Gene_58135"
"16",120501554,143333252,"Gene_58136"
"15",105308345,105308345,"Gene_58137"
"16",7232473,195585178,"Gene_58138"
"3",290684982,290684982,"Gene_58139"
"12",137406649,137406649,"Gene_58140"
"X",254834969,254834969,"Gene_58141"
"6",103010922,155783626,"Gene_58142"
"16",61591362,61591362,"Gene_58143"
"9",181324432,181324432,"Gene_58144"
"2",31739065,231896350,"Gene_58145"
"6",2535511,84340166,"Gene_58146"
"4",55280047,153993253,"Gene_58147"
"11",74070137,186836972,"Gene_58148"
"1",86177926,129423435,"Gene_58149"
"16",151401082,151401082,"Gene_58150"
"Y",67040848,107618150,"Gene_58151"
"2",41571900,151030018,"Gene_58152"
"10",119456471,229416855,"Gene_58153"
"1",130094152,130094152,"Gene_58154"
"6",190026739,190026739,"Gene_58155"
"15",172420259,181626363,"Gene_58156"
"8",206903116,206903116,"Gene_58157"
"16",199411337,199411337,"Gene_58158"
"9",127221074,195062361,"Gene_58159"
"12",142502909,142502909,"Gene_58160"
"17",143291951,207892671,"Gene_58161"
"13",49217890,240942289,"Gene_58162"
"9",39817275,98637324,"Gene_58163"
"1",11436690,196008333,"Gene_58164"
"1",273829588,273829588,"Gene_58165"
"7",223348623,223348623,"Gene_58166"
"14",258455437,258455437,"Gene_58167"
"1",41928217,63073630,"Gene_58168"
"17",228670425,228670425,"Gene_58169"
"4",22756529,72831209,"Gene_58170"
"14",99164349,99164349,"Gene_58171"
"11",143885346,218541041,"Gene_58172"
"4",247572777,247572777,"Gene_58173"
"2",4331556,210641415,"Gene_58174"
"6",106184777,106184777,"Gene_58175"
"13",206851533,206851533,"Gene_58176"
"14",175391101,272617401,"Gene_58177"
"16",153406486,153406486,"Gene_58178"
"2",162708791,254246656,"Gene_58179"
"3",104885723,225813840,"Gene_58180"
"5",215043934,249834335,"Gene_58181"
"17",267239929,267239929,"Gene_58182"
"16",166941011,200615437,"Gene_58183"
"5",19726550,124855198,"Gene_58184"
"4",42249179,238743982,"Gene_58185"
"18",174482092,276768096,"Gene_58186"
"17",171752801,295335148,"Gene_58187"
"7",200462536,252862340,"Gene_58188"
"6",151813170,151813170,"Gene_58189"
"1",210325512,210325512,"Gene_58190"
"1",38415243,162913688,"Gene_58191"
"10",144683742,222771600,"Gene_58192"
"10",281985337,281985337,"Gene_58193"
"16",28449399,130318727,"Gene_58194"
"X",5747998,197712571,"Gene_58195"
"13",36202235,84694583,"Gene_58196"
"11",270123677,287094811,"Gene_58197"
"9",271086286,271086286,"Gene_58198"
"11",265062647,265062647,"Gene_58199"
"18",126258201,126258201,"Gene_58200"
"11",173272177,286705998,"Gene_58201"
"5",143280466,143280466,"Gene_58202"
"3",256558734,256558734,"Gene_58203"
"6",206803766,206803766,"Gene_58204"
"16",268221962,268221962,"Gene_58205"
"4",180900242,180900242,"Gene_58206"
"11",237493580,281343718,"Gene_58207"
"4",136675860,136675860,"Gene_58208"
"8",192948343,265115575,"Gene_58209"
"13",199382292,199382292,"Gene_58210"
"11",28059390,96835644,"Gene_58211"
"10",233922890,252225774,"Gene_58212"
"X",976888,275547870,"Gene_58213"
"18",186976298,186976298,"Gene_58214"
"7",108274704,203130791,"Gene_58215"
"10",176250780,206438664,"Gene_58216"
"12",17200230,134117370,"Gene_58217"
"14",265835738,265835738,"Gene_58218"
"6",83164628,259931002,"Gene_58219"
"11",25651153,196635291,"Gene_58220"
"13",249935355,249935355,"Gene_58221"
"6",232840954,291653427,"Gene_58222"
"Y",85545291,85545291,"Gene_58223"
"5",42135420,246700522,"Gene_58224"
"4",158104881,293668168,"Gene_58225"
"12",114932970,114932970,"Gene_58226"
"18",246150144,246150144,"Gene_58227"
"13",120436435,217778198,"Gene_58228"
"10",200228367,200228367,"Gene_58229"
"X",64867166,106794214,"Gene_58230"
"X",263857013,263857013,"Gene_58231"
"1",293432126,293432126,"Gene_58232"
"15",179831875,179831875,"Gene_58233"
"13",181179100,181179100,"Gene_58234"
"5",173942371,173942371,"Gene_58235"
"11",49984420,242315634,"Gene_58236"
"10",20547790,82997792,"Gene_58237"
"X",160981061,160981061,"Gene_58238"
"9",1890082,158027706,"Gene_58239"
"16",48853043,124918258,"Gene_58240"
"5",283600537,283600537,"Gene_58241"
"7",248933265,251949495,"Gene_58242"
"Y",199603573,292479609,"Gene_58243"
"15",197366380,286002299,"Gene_58244"
"9",168650727,168650727,"Gene_58245"
"17",19782220,244560902,"Gene_58246"
"4",217302117,281732214,"Gene_58247"
"6",60248657,294894966,"Gene_58248"
"11",134295284,158583632,"Gene_58249"
"2",131114412,131114412,"Gene_58250"
"1",240014247,240014247,"Gene_58251"
"5",157369000,224994080,"Gene_58252"
"5",242107332,242107332,"Gene_58253"
"11",227464059,258722915,"Gene_58254"
"18",70142168,257894601,"Gene_58255"
"6",160641523,160641523,"Gene_58256"
"13",21563987,73510294,"Gene_58257"
"3",153892788,153892788,"Gene_58258"
"6",35843844,172432466,"Gene_58259"
"6",13657210,140845859,"Gene_58260"
"18",208372337,208372337,"Gene_58261"
"16",32442133,283703970,"Gene_58262"
"15",276592929,276592929,"Gene_58263"
"17",113693529,177580988,"Gene_58264"
"13",123025393,159026460,"Gene_58265"
"4",237929105,237929105,"Gene_58266"
"5",106786209,235988601,"Gene_58267"
"1",194442011,223501985,"Gene_58268"
"16",219394695,219394695,"Gene_58269"
"18",184221913,184221913,"Gene_58270"
"11",209688944,209688944,"Gene_58271"
"1",260275662,260275662,"Gene_58272"
"Y",226906172,226906172,"Gene_58273"
"17",175587725,175587725,"Gene_58274"
"17",265858207,265858207,"Gene_58275"
"12",114939470,191235860,"Gene_58276"
"2",88199756,190365988,"Gene_58277"
"5",149216211,149216211,"Gene_58278"
"10",25078903,262641465,"Gene_58279"
"6",250243357,250243357,"Gene_58280"
"15",34234681,167273835,"Gene_58281"
"4",69429926,111002959,"Gene_58282"
"13",261729935,261729935,"Gene_58283"
"14",171936584,171936584,"Gene_58284"
"12",177889658,177889658,"Gene_58285"
"9",253320505,253320505,"Gene_58286"
"16",108610670,289717722,"Gene_58287"
"Y",262690035,262690035,"Gene_58288"
"10",92695000,92695000,"Gene_58289"
"7",212669260,212669260,"Gene_58290"
"12",252626865,252626865,"Gene_58291"
"2",245598387,245598387,"Gene_58292"
"3",59025875,147526097,"Gene_58293"
"5",13936326,22400119,"Gene_58294"
"10",158203340,292944342,"Gene_58295"
"11",184986513,259396133,"Gene_58296"
"2",75498309,255199010,"Gene_58297"
"17",84192929,84192929,"Gene_58298"
"15",240485760,240485760,"Gene_58299"
"18",75850197,75850197,"Gene_58300"
"7",82595594,154090955,"Gene_58301"
"7",135812650,135812650,"Gene_58302"
"8",238222135,238222135,"Gene_58303"
"18",46963426,89527690,"Gene_58304"
"10",210560016,210560016,"Gene_58305"
"6",213254015,271079889,"Gene_58306"
"8",101646984,141586189,"Gene_58307"
"14",123187467,195745623,"Gene_58308"
"11",99304318,133897093,"Gene_58309"
"1",200707437,200707437,"Gene_58310"
"15",67858919,67858919,"Gene_58311"
"9",292800613,292800613,"Gene_58312"
"9",278708879,278708879,"Gene_58313"
"12",165869700,165869700,"Gene_58314"
"9",167590633,180461063,"Gene_58315"
"1",78416442,90598099,"Gene_58316"
"Y",286120269,286120269,"Gene_58317"
"Y",155157921,155157921,"Gene_58318"
"16",63400810,63400810,"Gene_58319"
"16",179819259,229806781,"Gene_58320"
"1",256354698,290534785,"Gene_58321"
"1",53325550,53325550,"Gene_58322"
"2",148123801,148123801,"Gene_58323"
"17",240070209,240070209,"Gene_58324"
"15",85503385,184599043,"Gene_58325"
"13",190476725,190476725,"Gene_58326"
"1",187288120,187288120,"Gene_58327"
"1",40730829,53038148,"Gene_58328"
"5",113398893,203445626,"Gene_58329"
"1",41494005,233408309,"Gene_58330"
"13",656362,272357458,"Gene_58331"
"9",61964450,208733003,"Gene_58332"
"8",98019799,101555303,"Gene_58333"
"15",278644793,278644793,"Gene_58334"
"13",242048992,242048992,"Gene_58335"
"17",166518506,166518506,"Gene_58336"
"11",123828773,149459932,"Gene_58337"
"7",37968016,41695203,"Gene_58338"
"7",250761265,250761265,"Gene_58339"
"16",73951694,233584311,"Gene_58340"
"1",268631231,268631231,"Gene_58341"
"4",81578387,120172126,"Gene_58342"
"9",216426071,216426071,"Gene_58343"
"Y",90261657,90261657,"Gene_58344"
"18",223848895,223848895,"Gene_58345"
"15",7104098,170926864,"Gene_58346"
"9",93407173,173016664,"Gene_58347"
"10",73346735,111223025,"Gene_58348"
"8",64467821,123486354,"Gene_58349"
"9",259534548,259534548,"Gene_58350"
"3",252191856,252191856,"Gene_58351"
"3",7309381,44293151,"Gene_58352"
"1",282469181,282469181,"Gene_58353"
"Y",262381066,262381066,"Gene_58354"
"6",89199989,111097291,"Gene_58355"
"18",275611184,275611184,"Gene_58356"
"2",251949114,251949114,"Gene_58357"
"16",166432707,220179594,"Gene_58358"
"15",147877685,147877685,"Gene_58359"
"3",69188255,176376001,"Gene_58360"
"10",142895337,142895337,"Gene_58361"
"16",114460489,114460489,"Gene_58362"
"9",41594369,152225210,"Gene_58363"
"1",82654212,86201728,"Gene_58364"
"13",34652995,213077048,"Gene_58365"
"16",189319234,189319234,"Gene_58366"
"1",38425604,45936190,"Gene_58367"
"5",40945338,40945338,"Gene_58368"
"16",224246850,236049385,"Gene_58369"
"2",121292516,194148242,"Gene_58370"
"7",157238540,157238540,"Gene_58371"
